游戏 	 《 星战 克隆 战争 共和国 英雄 》 画面 公布 LucasArts 发行 、 Krome   Studios 开发 的 《 星球大战 ： 克隆 战争 - 共和国 英雄 》 ( Star   Wars   The   Clone   Wars :   Republic   Heroes ) 设定 在 动画版 的 第一季 和 第二季 之间 的 时间段 ， 本作 属于 动作游戏 ， 将 发行 PC 、 360 、 PS3 、 PS2 、 PSP 、 Wii 、 DS 版本 。 官方 今天 公布 了 游戏 的 第一批 画面 。 
 游戏 	 《 永远 的 毁灭公爵 》 开发 画面 影片 公布 ( 2 ) 负责 3D 角色 的 美术 设计师 Randy   Forsyth 于 美国 时间 5 月 10 日 也 放出 了 《 永远 的 毁灭公爵 》 3D 人物 、 怪物 的 设计 画面 。 除了 静态 画面 外 ， 前 3D   Realms 美术 设计师 Brian   Brewer 则 放出 了 未 完成 《 永远 的 毁灭公爵 》 的 游戏 画面 影片 ， 他 在 个人 网站 中 表明 ， 这些 影片 是 处于 开发 中 阶段 的 内容 、 且 并 不 适合 玩家 观赏 。 Brian   Brewer 曾经 负责 《 永远 的 毁灭公爵 》 2007 年 宣传 影片 的 动画 部分 。 手上 拥有 《 永远 的 毁灭公爵 》 与 《 毁灭公爵 》 系列 知识产权 的 3D   Realms 在 关闭 的 同时 ， 并未 针对 游戏 提出 任何 计划 ， 游戏 发行商 Take - Two 仍 拥有 《 永远 的 毁灭公爵 》 的 发行权 。 
 游戏 	 《 永远 的 毁灭公爵 》 开发 画面 影片 公布 上周五 ， 3D   Realms 社群 经理 Joe   Siegler 在 公司 官方网站 贴 上 了 一张 3D   Realms 成员 合影 的 照片 ， 发表 了 以 “ 再见 ” 为 标题 的 文章 ， 加上 “ 感谢 所有 粉丝 与 您 的 支持 ” 的 简单 道别 话语 ， 象征 3D   Realms 工作室 结束 、 正式 向 玩家 说 再见 了 。 3D   Realms 关闭 后 ， 3D   Realms 的 前 工作人员 也 针对 始终 没有 公布 上市 日期 的 《 永远 的 毁灭公爵 》 ， 放出 了 一些 尚未 公开 的 设定 画面 与 影片 。 首先 是 前 3D   Realms 艺术总监 Tramell   Isaac 在 个人 Blog 张贴 了 多 张 关卡 场景 设计图 。 另 一位 美术 设计师 Layne   Johnson 也 在 他 个人 Blog 中 ， 展现 了 《 永远 的 毁灭公爵 》 的 众多 设计 灵感 图 ， 包括 了 武器 、 坦克 与 貌似 外星人 的 敌人 等 。 
 游戏 	 《 街头霸王 4 》 美版 白送 游戏 专用 手把 CAPCOM 最近 宣布 ， 他们 全球 热卖 破 200 万套 的 格斗 超大 作 《 街头霸王 4 》 将会 在 7 月 2 日 推出 PC 版本 ， 北美 区 预计 7 月 7 日 推出 ， 而且 同捆 一支 由 美国 Mad   Catz 公司 推出 的 专用 格斗 手把 ， 虽然 多 了 手把 但 售价 不变 ， 只卖 59.99 美元 。 这个 同捆 手把 版本 只限 北美地区 推出 ， 手把 按键 造型 针对 《 街头霸王 4 》 的 轻拳 、 中 拳 、 重拳 、 轻脚 、 中脚 、 重脚 六个 按钮 来 设计 ， 按键 配置 类似 Sega   Saturn 主机 的 手把 ， 很 适合 玩 格斗游戏 。 手把 还 具备 了 震动 、 连射 功能 ， 更 重要 的 是 这 是 PC / X360 两用 手把 ， 可以 插 在 电脑 以及 X360 上 使用 。 事实上 今年 2 月 Mad   Catz 公司 就 针对 X360 版 《 街头霸王 4 》 推出 了 格斗 手把 ， 还有 隆 、 肯 、 春丽 、 布兰卡 、 豪鬼 等 五种 造型 ， 每种 售价 39.99 美元 。 现在 买 PC 版 《 街头霸王 4 》 送 格斗 手把 ， 等 于是 变相 降价 促销 。 
 游戏 	 《 龙腾 世纪 ： 起源 》 血腥 虐杀 情色 视频 BioWare 新 放出 黑暗 奇幻 角色扮演 游戏 《 龙腾 世纪 ： 起源 ( Dragon   Age ： Origins ) 》 的 宣传片 。 这是 一部 专门 制作 的 仅供 宣传 用 的 视频 ， 跟 游戏 实际 画面 差之千里 ， 如果 不 告诉 你 这 是 游戏 宣传片 ， 你 或许 真的 会 以为 这是 一部 奇幻 电影 的 宣传片 。 视频 几乎 由 18 禁 镜头 组成 ， 甚至 还 出现 了 中国 国产 大片 中 曾经 出现 的 万箭齐 发 扑面而来 。 《 龙腾 世纪 ： 起源 》 游戏 精神 上 承袭 BioWare 知名 角色扮演 游戏 《 柏德之门 》 ， 带领 玩家 通过 黑暗 且 成熟 的 故事 内容 ， 体验 角色扮演 游戏 的 成熟 风貌 。 在 《 龙腾 世纪 ： 起源 中 ， 玩家 将会 面对 团体 大规模 的 壮烈 战斗 ， 运用 他们 队伍 的 特殊 能力 消灭 敌群 和 巨大 的 生物 ， 玩家 也 能够 通过 “ 法术 组合 ” ─ ─   结合 不同 的 法术 产生 意料之外 的 独特 效果 ─ ─ 对 敌人 造成 严重 伤害 ； 游戏 强调 自由度 的 设计 ， 玩家 可以 自由 培养 个人 角色 ， 藉此 获得 法术 、 天赋 、 技能 等 特殊 能力 ， 且 通过 玩家 不同 的 “ 起源 ” 选择 ， 也 将 决定 自己 的 身分 与 展开 冒险 的 地点 ， 体验 深刻 的 角色扮演 过程 。 
 游戏 	 电影版 《 波斯王子 》 影片 镜头 首次 亮相 备受 游戏 玩家 和 影迷 期待 的 “ 波斯王子 ” 电影 《 波斯王子 ： 时之沙 》 又 传出 一部 采访 视频 。 这部 游戏 改编 的 动作 冒险 巨制 《 波斯王子 ： 时之沙 》 （ Prince   of   Persia :   The   Sands   of   Time ） ， 由 好莱坞 男 影星 杰克 · 吉伦 哈尔 （ Jake   Gyllenhaal ） 将 扮演 达斯坦 （ Dastan ） 王子 ， 007 系列 最新 一部 《 微量 情愫 》 （ Quantum   of   Solace ） 的 邦德 女郎 、 英国 新人 女演员 杰玛 · 阿特 登 （ Gemma   Arterton ） 将 饰演 塔米 娜 （ Tamina ） 公主 。 故事 讲述 这位 年轻 的 六世纪 波斯王子 ， 必须 携手 脾气 易怒 且 有 异国 风情 的 塔米 娜 公主 ， 共同 阻止 一位 罪恶 的 贵族 占有 “ 时之沙 ” ， 它 是 一份 来自 神灵 的 能够 让 拥有者 操控 去 倒转 时光 的 礼物 。 《 哈利波 特与 火焰杯 》 （ Harry   Potter   and   the   Goblet   of   Fire ） 导演 、 英国人 迈克 · 纽 维尔 （ Mike   Newell ） 将 执导 本片 ， 金牌 制片人 杰瑞 · 布鲁克 海默 （ Jerry   Bruckheimer ） 携手 制作 。 今天 这部 视频 就是 布鲁克 海默 接受 采访 谈论 《 波斯王子 ： 时之沙 》 的 视频 。 原 游戏 创作 人 兼 本片 编剧 之一 的 Jordan   Mechner 透漏 称 ， 本片 将会 像 当年 的 《 加勒比海 盗 》 系列 一样 ， 打 造成 迪士尼 公司 的 新 卖座 系列片 ， 会 利用 这 款 游戏 里 的 诸多 酷 元素 ， 融入 到 一个 新 的 故事情节 中 。 电影 《 波斯王子 ： 时之沙 》 将 于 2010 年 上映 。 
 游戏 	 经济危机 导致 北美 游戏 业 人员 失业 严重 自 2008 年 下半年 爆发 经济危机 以来 ， 全球性 失业 危机 也 随即 到来 。 虽然 暴雪 总裁 曾 表示 ， 经济危机 不至于 影响 游戏 产业 ， 但 实际上 在 过去 一年 里 ， 几乎 每隔 几天 都 会 听到 游戏 工作室 关门 或 业者 卷铺盖 回家 吃 自己 的 消息 ， 究竟 在 这场 金融 海啸 中有 多少 人 丢掉 了 饭碗 ？ M2 的 游戏 市场 调查 研究 分析 专家 Wanda   Meloni 日前 公布 统计资料 ， 从 初步 结果 来看 ， 自 2008 年 7 月 至今 ， 全球 约 有 8450 名 专业 游戏 开发者 或 相关 从业人员 失业 ， 其中 的 75% 来自 北美 ， 美国 本土 的 游戏 从业人员 失业率 达到 12% 。 不过 ， 好消息 是 统计 显示 大部分 失业者 能 很快 找到 新 工作 ， 就算 是 那些 找 不到 新 雇主 的 人 ， 多半 也 会 选择 自己 创业 。 游戏 老兵 会 发现 传统 游戏 平台 以外 的 新 工作 模式 及 展现 平台 ， 例如 Facebook 及 iPhone 等 ， 让 这些 游戏 人 更 有 挥洒 创意 的 空间 ， 可以 开创 另 一片 天地 。 
 游戏 	 《 现代战争 2 》 视频 解析 ： 武器 与 乘具 《 现代战争 2 》 最近 放出 了 一部 含有 游戏 画面 的 预告 视频 ， 关注 新浪 游戏 的 玩家 们 也 都 应该 看到 了 。 从中 我们 也 能 粗略 看到 一些 游戏 的 细节 ， 比如 雪 上乘 具 、 水下 战斗 、 俄罗斯 场景 等等 。 但是 我 想 你 未必 像 军事 迷 那样 看 得 全面 透彻 。 国外 媒体 放出 了 一部 分析 视频 ， 让 我们 看看 他们 都 发现 了 什么 。 这里 给出 部分 专业名词 的 简单 解释 ： MH - 6   Little   Birds ： MH6 小鸟 直升机 F - 15   Eagle ： F15 鹰式 战斗机 MIG - 29 ： 米格 29 战斗机 Hip   Toss ： 背投 ， 怀疑 为 新 格斗 动作 Improved   Ragdoll   Physics ？ ： 改进 的 布娃娃 物理 效果 ？ Steyr   AUG   A1 ： 斯太尔 AUG   A1 步枪 Mil   Mi - 24   Hind ： 米里 Mi24 雌鹿 武装 直升机 AK - 103 ： AK103 冲锋枪 Colt   AR - 15   w / Silencer ： Colt   AR - 15   w 冲锋枪 / 消音器 Seal   Delivery   Vehicle （ SDV ） ： 海豹 突击队 运输 乘具 Glock   22   Pistol ： Glock   22 手枪 Laser - Guided   Missle   Gameplay ： 激光制导 导弹 游戏 内容 Operational   Detachment   Alpha （ A - Team ） ： 行动 特 谴队 A 队 （ 这是 绿色 贝雷帽 特种部队 的 一支 ） 
 游戏 	 国外 杂志 发布 《 现代战争 2 》 首批 情报 就 在 《 现代战争 2 》 的 第一部 游戏 实际 画面 视频 公布 之后 ， 《 Game   Informer 》 杂志 又 为 我们 带来 世界 独家 最早 的 《 现代战争 2 》 详情 报道 。 如果 你 看过 3 月份 放出 的 满 是 绿色 电波 的 游戏 预告片 ， 现在 你 可以 看看 你 猜 对 了 几分 。 《 Game   Informer 》 的 六 月刊 对 《 现代战争 2 》 进行 了 详细 报道 。 《 现代战争 2 》 的 故事 背景 发生 在 《 现代战争 》 的 若干年 之后 ， 也 如同 我们 所 料 ， 《 现代战争 2 》 的 故事 主要 还是 发生 在 俄罗斯 。 在 虚构 的 未来 俄罗斯 ， 政局 的 不 稳定 、 恐怖分子 横行 导致 全世界 都 受到 潜在 的 威胁 。 《 现代战争 》 的 主角 之一 ， “ 肥皂 ” MacTavish 中士 已经 被 提拔 为 英国 特别 空勤 队 （ Special   Air   Services ， 简称 SAS ， 相当于 美国 海豹 突击队 ） 的 上尉 ， 现在 他 将 带领 空勤 队 的 队员 对 俄罗斯 恐怖分子 的 军事基地 采取 新一轮 的 进攻 。 就 游戏 内容 来说 ， 游戏 修正 了 一代 的 一个 问题 ， 一代 的 敌人 总是 无穷无尽 蜂拥而来 。 另外 Infinity   Ward 的 COO   Jason   West 表示 游戏 的 单人 模式 不会 比 一代 长 ： “ 延长 故事情节 看起来 是 一条 错误 的 道路 。 ” 还 记得 一代 的 “ Mile   High   Club ” 关 吗 ？ 这是 关底 之后 的 一个 关于 飞机 劫持 的 奖励 关 ， 而 《 现代战争 2 》 也 有 一个 类似 模式 叫做 “ 特种部队 ” 。 以上 这些 消息 对于 迫切 想 了解 《 现代战争 2 》 的 玩家 们 显然 是 不够 的 ， 但是 国外 网络媒体 不 可能 过早 转载 平面媒体 的 大篇幅 报道 ， 所以 要么 你 去 弄 一本 《 Game   Informer 》 去 看 （ 哪怕 是 网上 的 扫描 图 ） ， 要么 就 等待 官方 发布 更 详细 的 情报 。 
 游戏 	 奇幻 小说 巨著 《 冰 与 火之歌 》 改编 游戏 法国 游戏 开发商 Cyanide 今天 宣布 ， 他们 购买 了 美国 著名 科幻 奇幻 小说 作家   乔治 R . R . 马丁   的 奇幻 史诗 级 小说 《 冰 与 火之歌 》 的 游戏 改编 版权 。 Cyanide 目前 正在 开发 一款 叫做 《 血碗 》 ( Blood   Bowl ) 的 体育 游戏 ， 《 血碗 》 的 内容 很 奇特 ， 一群 来自 《 战锤 》 系统 设定 的 人物 来 进行 一场 体育比赛 。 《 冰 与 火之歌 》 在 国内 不是 很 有名 ， 但 在 国外 是 可以 与 《 指环王 》 小说 媲美 的 史诗 级 奇幻 巨著 。 由此可见 《 冰 与 火之歌 》 应该 也 是 很 好 的 游戏 题材 来源 。 Cyanide 表示 游戏 版 将 推出 PC 和 家用机 版本 ， 并且 表示 游戏 的 开发 实际上 已经 启动 ， 但是 发售日期 还 不能 确定 。 《 冰 与 火之歌 》 小说 一共 有 七部 ， 但是 作者 目前 只 完成 了 三部 ， 第四部 正在 撰写 中 。 前 三部 小说 都 有 中文 版本 。 整部 小说 讲述 的 是 Westeros 王国 的 皇室 家庭 的 故事 。 全书 描述 了 在 一片 虚构 的 中世纪 大陆 上 所 发生 的 一系列 相互 联系 的 宫廷 斗争 、 疆场 厮杀 、 游历 冒险 和 魔法 抗衡 的 故事 ， 全书 七部 浑然一体 ， 共同 组成 了 一幅 壮丽 而 完整 的 画卷 。 书名 “ 冰 与 火 ” ， 为的是 突出 人性 挣扎 的 含义 ， 书中 塑造 了 无数 的 人物 ， 但 其 着眼点 ， 却 并非 孤立 地 凸现 英雄主义 ， 奉献精神 或 奸猾 阴谋 ， 而是 将 书 中 人物 放在 一个 “ 真人 ” 的 角度 ， 写出 他 或 她 在 时代 和 社会 的 旋涡 中 不同 的 境遇 与 选择 。 小说 宏大 、 壮丽 而 真实 ， 从中 读者 便 能 与 之 产生 呼应 ， 仿佛 身临其境 ， 共同 经历 这冰 与 火 的 洗礼 。 
 游戏 	 暴雪 工作室 被 评选 为 全球 最 吸金 工作室 所谓 “ Develop   100 ” 是 由 EMERGENT 和 Realtime   UK 所 举办 的 活动 ， 每年 都 会 从 全世界 的 游戏 产业 中 ， 挑选 前 100 名 最 吸金 的 游戏 开发 公司 。 请 注意 ， 这种 评选 以 工作室 为 单位 ， 并且 只 考虑 开发 个体 ， 不 考虑 发行 个体 。 也就是说 ， EA 旗下 所有 的 工作室 都 分开 计算 ， 任天堂 的 本部 和 旗下 的 其他 工作室 分开 计算 ， 育碧 的 蒙特利尔 和 蒙彼利埃 以及 其他 工作室 分开 计算 ， Konami 本部 和 小岛 工作室 分开 计算 ， 等等等等 。 2009 年 第一名 是 由 Blizzard   Entertainment 拿下 ， 看来 这 跟 《 魔兽 世界 》 3.1 巫 妖 王之怒 的 改版 大卖 脱不了 关系 ； 第二名 则 是 去年 以 Wii 跟 Wii   Fit 大卖 的 任天堂 夺得 ； 第三名 是 Rockstar   North ， 得益于 《 侠盗 猎 车手 》 （ GTA ） 的 超级 热销 。 前 10 名中 有 两家 日本公司 入选 ， 其余 全部 为 美国公司 ， 他们 分别 是 ： 暴雪 、 任天堂 、 Rockstar 北方 、 EA 加拿大 、 Capcom 、 育碧 蒙特利尔 、 Treyarch 、 Infinity   Ward 、 Epic   Games 、 Bethesda   Softworks 。 其中 Treyarch 和 Infinity   Ward 几乎 只 依靠 《 使命 召唤 》 游戏 就 获得 了 如此 高 的 排名 ， 可见 《 使命 召唤 》 系列 的 热销 度 。 前 100 名中 ， 亚洲 只有 日本 韩国 和 中国 大陆 的 上海 育碧 上榜 ， 日 韩 公司 包括 大家 耳熟能详 的 Sega 、 Square   Enix 、 NCsoft 、 Koei 、 Nexon 等 游戏 公司 。 全部 名单 请 看 ： http : / / www . develop100 . com / 
